VacancyPost,LinkToJV,ScrapeDate,ScrapeTime,Firm,PostDate,VacancySite,SourceLink,Content
Monter strojnih instalacij (m/ž) - Nemčija,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-strojnih-instalacij-mz---Nemcija-87341.php,22.02.2018,04:00,Direkt marketing Andrej Ljubec s.p., Objavljeno: 20.02.2018 , Kraj dela: Nemčija,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-strojnih-instalacij-mz---Nemcija-87341.php,"\nPodjetje Direkt marketing oglašuje prosta delovna mesta za tuja in Slovenska podjetja - katera potrebujejo kvaliteten delovni kader.\nVsa podjetja, s katerimi sodelujemo, se že preko 10 let uspešno ukvarjajo s svojo dejavnostjo.\nVeč o podjetju\n\n\nDirekt marketing Andrej Ljubec s.p.\nGlavna dejavnost\nPosredovanje oglaševalskega prostora.\nLeto ustanovitve\n2010\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\nIzkušen monter strojnih instalacij m/ž:\n\nogrevalni sistemi,\nvodovodne instalacije,\nprezračevalni sistemi.\n\n\nPričakujemo\n\nPričakujemo:\n\ndelovne izkušnje,\npogovorno sporazumevanje v nemškem jeziku,\npripravljenost na nadurno delo,\nnatančnost, odgovornost, delavnost,\nslovensko državljanstvo ali osebno delovno dovoljenje.\n\n\nPonujamo\n\nPonujamo:\n\nzaposlitev v uspešnem slovenskem podjetju,\npošteno plačilo,\nurejeno zdravstveno zavarovanje ter prijava v delovno razmerje,\nslužbeni prevoz in olačana prenočitev.\n\n\n\n\n"
Monter strojnih instalacij (m/ž) - Švica,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-strojnih-instalacij-mz---Svica-87303.php,22.02.2018,04:00,Direkt marketing Andrej Ljubec s.p., Objavljeno: 20.02.2018 , Kraj dela: Švica,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-strojnih-instalacij-mz---Svica-87303.php,"\nPodjetje Direkt marketing oglašuje prosta delovna mesta za tuja in Slovenska podjetja - katera potrebujejo kvaliteten delovni kader.\nVsa podjetja, s katerimi sodelujemo, se že preko 10 let uspešno ukvarjajo s svojo dejavnostjo.\nVeč o podjetju\n\n\nDirekt marketing Andrej Ljubec s.p.\nGlavna dejavnost\nPosredovanje oglaševalskega prostora.\nLeto ustanovitve\n2010\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\nIzkušen monter strojnih instalacij m/ž:\n\nogrevalni sistemi,\nvodovodne instalacije,\nprezračevalni sistemi.\n\n\nPričakujemo\n\nPričakujemo:\n\ndelovne izkušnje - 5 do 10 let,\npogovorno sporazumevanje v nemškem jeziku,\npripravljenost na nadurno delo,\nnatančnost,\nodgovornost,\ndelavnost,\nslovensko državljanstvo.\n\n\nPonujamo\n\nPonujamo:\n\nzaposlitev v švicarskem podjetju,\nzaposlitev za nedoločen čas s poskusno dobo 1 meseca,\npošteno plačilo po zakonodaji (tedensko plačilo),\nurejeno zdravstveno zavarovanje ter prijava v delovno razmerje,\npomoč pri iskanju stanovanja.\n\n\n\n\n"
Monter v proizvodnji m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-v-proizvodnji-87417.php,22.02.2018,04:00,Seltron d.o.o., Objavljeno: 21.02.2018 , Kraj dela: Maribor,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-v-proizvodnji-87417.php,"\nSmo podjetje mladih, dinamičnih in ambicioznih ljudi. Medse vabimo novega sodelavca/ko, ki bo z nami ustvarjala in delil/a poslovne uspehe.\nPodjetje Seltron je eden od vodilnih proizvajalcev regulacij za ogrevanje in hlajenje. Ponašamo se z več kot 25 let uspešnega poslovanja, razvoja in rasti.\nVeč o podjetju\n\n\nSeltron d.o.o.\nGlavna dejavnost\nwww.seltron.si\nLeto ustanovitve\n1990\nPredstavitev podjetja\nSeltron je podjetje v zasebni lasti, ustanovljeno leta 1990. Njegove korenine pa segajo še nazaj v obrtno dejavnost, z začetki v letu1982.\nPoslovna dejavnost  podjetja je že od njegovih prvih korakov  temeljila na lastnem razvoju in proizvodnji industrijske elektronike ter regulacijske tehnike.\nV Sloveniji in širši regiji smo bili pionirji v razvoju in proizvodnji regulatorjev za solarne sisteme. V zgodnjih devetdesetih letih smo pričeli z razvojem digitalnih\nvremensko vodenih regulatorjev ogrevanja. Ti so takrat postavili nove standarde na področju varčevanja z energijo v individualnih hišah.\nV nadaljnjem razvoju smo proizvodni program širili na celotno paleto regulatorjev za centralno ogrevanje. Sedaj proizvajamo tretjo generacijo sodobnih mikroprocesorsko krmiljenih regulatorjev za solarne sisteme in vremensko vodene regulatorje ogrevanja.\n\nLeta 1996 smo prodajno vizijo in cilje usmerili tudi na tuje trge. Že kmalu na začetku smo dosegli dobre prodajne rezultate na nemškem trgu, ki  skozi vsa leta ostaja naš najpomembnejši trg.\nDanes svoje izdelke prodajamo v 15 evropskih državah, imamo pa tudi kupce izven meja evropske unije.\n\nNa domačem trgu se poleg proizvajalca regulatorjev ogrevanja, predstavljamo tudi s  trgovsko dejavnostjo. Cilj podjetja je kupcu ponudit celovito rešitev.Naše znanje smo intenzivno nadgrajevali in na evropskih trgih poiskali kakovostne izdelke, ki jih danes prodajamo pod lastno blagovno znamko ali kot zastopstva.\nSkozi leta smo svojo ponudbo dopolnjevali in danes lahko v Centru varčnega ogrevanja ali na naši spletni stran, najdete rešitve za prav vse vire ogrevanja, za manjše ali večje objekte.\n\nSvoje strokovno znanje poskušamo deliti  s tistimi, ki se profesionalno ukvarjajo s področjem ogrevanja. Vsako leto organiziramo za monterje in serviserje ogrevalnih naprav strokovna izobraževanja iz različnih področij. Seveda pa nismo pozabili tudi na investitorje. V  podjetju imamo svetovalno službo, ki skrbi, da kupci pri nas dobijo kakovostne nasvete za lažje odločanje ob investiciji v ogrevalni sistem.\nPoslanstvo in vizija\nNaše poslanstvo je pomagati ljudem varčevati z energijo pri ogrevanju prostorov na okolju prijazen način.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nsestava elektronskih sklopov,\npakiranje izdelkov,  \nrazna dela povezana s proizvodnjo.\n\n\n\nDelovni čas:\npolni delovni čas\n\nPričakujemo\n\nZahtevane delovne izkušnje:\n1 - 3 let\n\n\nPričakujemo:\n\nIV. stopnjo izobrazbe elektro ali podobne smeri,\nročne spretnosti,\nnatančnost,\nsamoiniciativnost in dinamičnost,\nizpit B kategorije,\nračunalniško pismenost,\nzaželene delovne izkušnje s podobnih delovnih mest.\n\n\nPonujamo\n\nPonujamo:\n\nzaposlitev za določen čas s poskusno dobo 1 mesec,\nzaposlitev za polni delovni čas,\nkreativno in dinamično delo,\nprofesionalno delovno okolje z možnostjo osebnega in strokovnega razvoja,\nstimulativno nagrajevanje.\n\n\n\nMesečno plačilo:\npo dogovoru \n\n\n\n"
Monter za delo na višini m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-za-delo-na-visini-87263.php,22.02.2018,04:00,König GmbH & Co KG, Objavljeno: 19.02.2018 , Kraj dela: Nemčija,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-za-delo-na-visini-87263.php,"\nKönig GmbH & Co KG je zasebno nemško podjetje, ki se že več kot 50 let ukvarja z lastno proizvodnjo, hkrati pa za lastne potrebe zaposluje izobražene strokovne kadre.\nVeč o nas na: www.koenig-dienstleistungen.de.\nNaslov delodajalca: König GmbH & Co KG, Nienhagener Straße 30, DE-37186 Moringen\nPisarna Maribor: Ulica talcev 24, 2000 Maribor\nVeč o podjetju\n\n\nKönig GmbH & Co KG\nGlavna dejavnost\nProizvodnja.\nLeto ustanovitve\n1965\nPredstavitev podjetja\nKönig GmbH & Co KG je zasebno nemško podjetje, ki se že več kot 45 let ukvarja z lastno proizvodnjo, hkrati pa za lastne potrebe zaposluje izobražene strokovne kadre.\nPodjetje König GmbH & Co KG je bilo ustanovljeno leta 1965 in je dejavno na področju proizvodnje in storitev. Ukvarja se s proizvodnjo visokokakovostnih profilnih sistemov ter izgradnjo notranjih prostorov za industrijo in gradbeništvo. S 15-imi poslovalnicami v Nemčiji in z več kot 1.500 redno zaposlenimi, sodi König med vodilne ponudnike na trgu.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\ndelo na višini,\ndelo na gradbenih odrih in mobilnih dvižnih ploščadih.\n\n\n\nDelovni čas:\npolni delovni čas\n\nPričakujemo\n\nZahtevane delovne izkušnje:\n1 - 3 let\n\n\nPričakujemo:\n\nsposobnost dela na višini,\nizkušnje z delom na višini,\nnatančnost,\nzanesljivost,\nosnovno znanje nemškega jezika,\nzaželen lasten prevoz.\n\n\nPonujamo\n\nPonujamo:\n\nredna dolgoročna zaposlitev,\nzaposlitev za polni delovni čas,\ndodatek za regres in božičnico,\nmesečno plačilo po kolektivni pogodbi,\nugodna prenočišča,\nvarno delovno mesto v družinskem podjetju,\nprijetno delovno okolje v inovativnem podjetju.\n\n\n\nOblika zaposlitve ali sodelovanja:\nzaposlitev za nedoločen čas\n\n\nMesečno plačilo:\npo dogovoru \n\n\n\n"
Monter za montažo in vzdrževanje dvižnih garažnih in industrijskih vrat m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-za-montazo-in-vzdrzevanje-dviznih-garaznih-in-industrijskih-vrat-86368.php,22.02.2018,04:01,POKO d.o.o., Objavljeno: 05.02.2018 , Kraj dela: celotna Slovenija,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-za-montazo-in-vzdrzevanje-dviznih-garaznih-in-industrijskih-vrat-86368.php,"\nPOKO d.o.o. smo družinsko podjetje, katerega zgodovina sega še v leto 1993. Ker je prenos znanja na mlajše generacije pomemben del vsakega uspešnega poslovanja, smo tudi mi ustvarili mlado in dinamično ekipo, katera vam z veseljem hitro priskoči na pomoč, ter temeljito in kvalitetno opravi svoje delo.\nNaše delo smo z leti ter nabranimi izkušnjami razširili na:\n\nVzdrževanje: vzdrževanje okolice in objektov\nVrata: prodaja, montaža, servis\nGradnje: gradbeništvo oz. nizke gradnje\n\n\nVeč o podjetju\n\n\nPOKO d.o.o.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\nZa okrepitev naše ekipe iščemo sodelavca/ko, ki si želi dolgoročnega, resnega in zaupanja vrednega sodelovanja.\n\nPričakujemo\n\nPričakujemo:\n\nnatančnost\nsamostojnost\nveselje do dela\nizkušnje niso pogoj\npogoj je izpit B kategorije\n\n\nPonujamo\n\nPonujamo:\n\nredno plačilo\nredno zaposlitev\nposkusno dobo za 1 mesec\ndelo v prijetnem kolektivu in urejenem okolju\n\n\n\n\n"
.NET Programer m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/NET-Programer-86216.php,22.02.2018,04:01,Positiva rešitve d.o.o., Objavljeno: 01.02.2018 , Kraj dela: Ljubljana,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/NET-Programer-86216.php,"\nPodjetje Positiva je hitro rastoče visoko tehnološko podjetje, ki povezuje kreativnost s programskimi orodji. Bogate izkušnje s področja klasičnega tržnega komuniciranja združujemo z razvojem digitalnih orodij v optimalen splet komunikacijskih rešitev za naše naročnike.\nPositiva se ukvarja z izdelavo spletnih strani, portalov in trgovin, mobilnih, spletnih in poslovnih aplikacij ter snovanjem in izvedbo komunikacijskih strategij in oglaševalskih kampanj.\nVeč o podjetju\n\n\nPositiva rešitve d.o.o.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nprogramiranje in aktivno sodelovanje pri projektih\n\n\n\nDelovni čas:\npolni delovni čas\n\nPričakujemo\n\nZahtevana izobrazba:\nVI/1., VI/2.\n\n\nZahtevane delovne izkušnje:\n1 - 3 let\n\n\nPričakujemo:\n\ndobro poznavanje .NET platforme (MVC 5, EntityFramework, WEB API 2.0)\ndobro poznavanje programskega jezika C#\ndobro poznavanje MS SQL podatkovne baze in T-SQL jezika\ndobro poznavanje javascript jezika in knjižnic Backbone, jQuery, Angular 1.x\n\n\nPonujamo\n\nPonujamo:\n\ndobro plačilo\nveliko zanimivih projektov\nmožnost razvoja svojih znanj\ndelo v izkušeni ekipi\ndelo poteka v Ljubljani na sedežu podjetja\ndelovno razmerje po dogovoru (redna zaposlitev, s.p., študentsko delo)\n\n\n\nOblika zaposlitve ali sodelovanja:\nzaposlitev za nedoločen čas\n\n\nMesečno plačilo:\npo dogovoru \n\n\n\n"
.NET razvijalec m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/NET-razvijalec-87165.php,22.02.2018,04:00,Blubit d.o.o., Objavljeno: 19.02.2018 , Kraj dela: LJubljana,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/NET-razvijalec-87165.php,"\nSmo hitro rastoče multidisciplinarno podjetje, ki nudi celovite rešitve na področju industrijske avtomatizacije. Naše stranke so globalna podjetja iz avtomobilske industrije, industrije bele tehnike in optičnih vlaken.\nV svoje vrste vabimo zanesljive, strokovne in motivirane sodelavce, ki bodo s svojim znanjem soustvarjali uspešne programske rešitve na področju industrijske avtomatizacije.\nVeč o podjetju\n\n\nBlubit d.o.o.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nnačrtovanje, implementacija in vzdrževanje programskih rešitev v okolju .NET,\nsodelovanje pri snovanju in uvajanju novih rešitev ter najnovejših tehnologij,\nsodelovanje na razvojnih projektih,\nizdelava protokolov za zajem podatkov,\nizdelava vmesnikov za prikaz in obdelavo podatkov,\nnačrtovanje testnih postopkov.\n\n\n\nDelovni čas:\npolni delovni čas\n\nPričakujemo\n\nZahtevana izobrazba:\nV., VI/1., VI/2., VII., VIII/1., VIII/2.\n\n\nZahtevane delovne izkušnje:\n3 leta\n\n\nPričakujemo:\n\nizkušnje z izdelavo programske opreme v okolju .NET,\npoglobljeno znanje programskega jezika C#,\nizkušnje s podatkovnimi bazami,\naktivno znanje angleškega jezika,\nželjo po pridobivanju novih znanj,\nsamoiniciativnost, natančnost, poštenost,\nsposobnost timskega dela.\n\n\nPonujamo\n\nPonujamo:\n\ndolgoročno sodelovanje z zaposlitvijo za nedoločen čas,\nprijetno delovno vzdušje v mladi in strokovno naravnani ekipi,\nsodelovanje pri razvoju visokotehnoloških produktov,\nzanimive in izzivov polne projekte,\nstimulativno in redno plačilo,\nobčasno delo od doma,\nmožnost izobraževanja in napredovanja.\n\n\n\nPoskusna doba:\n4 mesece\n\n\nMesečno plačilo:\npo dogovoru \n\n\n\n"
Nabavni referent m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Nabavni-referent-86374.php,22.02.2018,04:01,"HYPEX, d.o.o.", Objavljeno: 05.02.2018 , Kraj dela: Lesce,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Nabavni-referent-86374.php,"\nPodjetje HYPEX, d.o.o. že od vsega začetka poslovanja iz leta 1990 konstantno beleži svojo rast. V podjetju vemo, da so za dosego želenih poslovnih rezultatov v največji meri zaslužni uspešni in odgovorni zaposleni. Zaradi povečanega obsega dela vabimo vse zainteresirane posameznike, da se prijavite na razpisano delovno mesto Nabavni referent m/ž.\nVeč o podjetju\n\n\nHYPEX, d.o.o.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\ndelo poteka v pisarni na sedežu podjetja\nanaliza trga, nabava in izbira optimalnega dobavitelja\nnaročanje materiala, blaga in izdelkov pri dobaviteljih in kooperantih\nzavzemanje za pravočasne dobave materiala\nreševanje reklamacij\nstalno kontaktiranje z drugimi oddelki podjetja (prodaja, proizvodnja, razvoj)\npisanje poročil oziroma mesečno analiziranje dobaviteljev, reklamacij in točnosti dobav\n\n\n\nPričakujemo\n\nZahtevana izobrazba:\nIV., V., VI/1., VI/2.\n\n\nZahtevane delovne izkušnje:\n1 - 3 let\n\n\nPričakujemo:\n\nod prijavljenih kandidatov pričakujemo 3 leta delovnih izkušenj na področju nabave (zaželeno poznavanje področje industrijske avtomatizacije),\npripravljenost za učenje in pridobivanje novih tehničnih znanj in znanj na področju nabave,\nračunalniška pismenost - MS Office,\nobvezno znanje angleškega in/ali nemškega jezika,\nzmožnost samostojnega odločanja in presojanja, hitro opažanje, hitro odzivanje, visoka stopnja odgovornosti, samoiniciativnost, komunikativnost ter smisel za timsko delo,\nosebna urejenost.\n\n\nPonujamo\n\nPonujamo:\n\nzaposlitev za nedoločen čas,\nzaposlitev za polni delovni čas,\ndelo v motiviranem in razvojno naravnanem delovnem okolju ter dinamičnem timu,\nmožnost dodatnega izobraževanja in osebnega razvoja.\n\n\n\nMesečno plačilo:\npo dogovoru \n\n\n\n"
Nabavnik m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Nabavnik-85824.php,22.02.2018,04:01,Kadroom d.o.o., Objavljeno: 24.01.2018 , Kraj dela: Ljubljana,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Nabavnik-85824.php,"\nNaš naročik, uspešno slovensko podjetje, ki se ukvarja z rešitvami strojegradnje in industrijskega vzdrževanja, v svoje vste vabi NABAVNIKA.\nPodjetje sledi poslanstvu združevanja strokovnih znanj ter tehničnih rešitev visoke kakovosti ter stremijo k povečanju učinkovitosti v procesih. Odlikujejo jih načela kredibilnosti, kakovosti ter dinamičnosti.\nVeč o podjetju\n\n\nKadroom d.o.o.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nkomunikacija z obstoječimi dobavitelji,\npridobivanje novih dobaviteljev,\niskanje optimalnih dobaviteljev,\nvodenje pogajanj,\nkoordinacija s prodajnim oddelkom,\nskrb za nemoteno dobavljivost izdelkov,\npregled nad obstječimi zalogami,\nnaročanje novih zalog.\n\n\n\nDelovni čas:\npolni delovni čas\n\nPričakujemo\n\nZahtevana izobrazba:\nV., VI/1., VI/2., VII.\n\n\nZahtevane delovne izkušnje:\n1 - 3 let\n\n\nPričakujemo:\n\nvisoko stopnjo motiviranosti,\ndimaničnost,\nodlične pogajalske sposobnosti,\ntehnično podkovanost na področju,\nnatančnost,\nskrbnost,\nzaželjen tribolog.\n\n\nPonujamo\n\nPonujamo:\n\nzaposlitev direktno pri naročniku,\nredna zaposlitev,\nmentorstvo,\nmožnost osebnega ter profesionalnega razvoja,\ndinamično delo.\n\n\n\nOblika zaposlitve ali sodelovanja:\nzaposlitev za nedoločen čas\n\n\nPoskusna doba:\n6 mesecev\n\n\nMesečno plačilo:\npo dogovoru \n\n\n\n"
Nabavnik m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Nabavnik-86436.php,22.02.2018,04:01,"M&M; INTERCOM, d.o.o.", Objavljeno: 06.02.2018 , Kraj dela: Ljubljana,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Nabavnik-86436.php,"\nVeč o podjetju\n\n\nM&M INTERCOM, d.o.o.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n- spremljanje potreb po materialih in operativna izvedba nabave - izvajanje raziskave nabavnega trga - vzdrževanje minimalnih zalog - priprava in urejanje potrebne dokumentacije za dobavo materialov - optimizacija nabavnih poti in izboljševanje nabavnih pogojev\n\nPričakujemo\n\nPričakujemo:\n- VI. ali VII. stopnjo izobrazbe tehnične smeri - aktivno znanje angleškega jezika - dobre organizacijske sposobnosti - učinkovito komuniciranje na vseh ravneh posebno z dobavitelji - odlične pogajalske sposobnosti\n\nPonujamo\n\nPonujamo:\n- delo v urejenem in dinamičnem kolektivu - zaposlitev za nedoločen čas s stimulativnim osebnim dohodkom - možnost šolanja in dodatnega izobraževanja\n\n\nMesečno plačilo:\n \n\n\n\n"
Nabavnik m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Nabavnik-86511.php,22.02.2018,04:01,Fotona d.o.o., Objavljeno: 06.02.2018 , Kraj dela: Ljubljana,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Nabavnik-86511.php,"\nFotona je ena od vodilnih globalnih blagovnih znamk na področju razvoja, proizvodnje in prodaje medicinskih laserjev, kar temelji na več kot 50-letni tradiciji znanja in zavezanosti lastnemu razvoju visoko zmogljivih in kakovostnih naprav, prilagojenih potrebam zdravnikov in pacientov.\nVeč o nas lahko izveste na www.fotona.com.\nVeč o podjetju\n\n\nFotona d.o.o.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nsodelovanje z vodjo nabavne službe in ostalimi oddelki v podjetju s ciljem ob vsakem času in pod vsemi pogoji zagotavljati redno oskrbo vseh porabnikov v podjetju z materiali, opremo in storitvami v ustrezni količini in kakovosti\ntežnja k čim večji učinkovitosti in gospodarnosti nabavnega poslovanja\nzaznavanje potreb za nabavo\npovpraševanje\nizbira in ocenjevanje ter izbor dobaviteljev\nnaročanje – izvedba nabavnega posla ali sklepanje pogodbe\npridobivanje potrditvenih rokov posameznih naročil\nlikvidacija računov\nsodelovanje pri postopku reševanja reklamacij\n\n\nPričakujemo\n\nZahtevana izobrazba:\nVI/1., VI/2., VII.\n\n\nZahtevane delovne izkušnje:\n1 - 3 let\n\n\nPričakujemo:\n\nkončano vsaj 6. stopnjo izobrazbe ekonomsko - komercialne ali tehnične smeri (elektro, strojna)\ndobre komunikacijske sposobnosti\nusmerjenost k ljudem\nsposobnost skupinskega dela\naktivno znanje angleškega jezika (dobro pisno izražanje)\nosredotočenost na podrobnosti\n\n\nPonujamo\n\nPonujamo:\n\npo dogovoru zaposlitev za nedoločen čas s 6 - mesečnim poskusnim delom ali zaposlitev za določen čas s 3-mesečnim poskusnim delom in z možnostjo podaljšanja za nedoločen čas\nzaposlitev za polni delovni čas\nvarno zaposlitev\nstimulativno vzdušje\ndelovno mesto je v Ljubljani\n\n\n\nMesečno plačilo:\npo dogovoru \n\n\n\n"
Nabavnik m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Nabavnik-86703.php,22.02.2018,04:00,Kadroom d.o.o., Objavljeno: 09.02.2018 , Kraj dela: Ljubljana,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Nabavnik-86703.php,"\nNaš naročnik, celovit ponudnik industrijskega inženiringa, ki se ukvarja s prodajo izdelkov za industrijsko vzdrževanje in strojegradnjo, v svoje vrste vabi izkušenega NABAVNIKA m/ž na področju strojnih elementov, aerosolov, čistil in lepil. \nVeč o podjetju\n\n\nKadroom d.o.o.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nkomunikacija z obstoječimi dobavitelji,\niskanje novih dobaviteljev,\nvodenje pogajanj,\nnaročanje materiala,\nskrb za nemoteno dobavo izdelkov,\nstrateško načrtovanje nabave,\nskrb za optimizacijo zalog.\n\n\n\nDelovni čas:\npolni delovni čas\n\nPričakujemo\n\nZahtevana izobrazba:\nV., VI/1., VI/2., VII.\n\n\nZahtevane delovne izkušnje:\n4 - 5 let\n\n\nPričakujemo:\n\ndobro poznavanje področja dela,\nnekajletne izkušnje v nabavi,\ntehnično izobrazbo ustrezne smeri,\nodlično poznavanje prodajnega asortemana,\nanalitične sposobnosti,\ntekoča, suverena uporaba angleščine,\ndobro presojanje situacij,\ntimska naravnanost.\n\n\nPonujamo\n\nPonujamo:\n\ndelo v urejenem okolju,\ndelo v mladem in motiviranem kolektivu,\nmentorski program,\npodpora podjetja pri doseganju zastavljenih ciljev,\nredno zaposlitev za nedoločen čas,\nzaposlitev direktno pri naročniku.\n\n\n\nPoskusna doba:\n6 mesecev\n\n\nMesečno plačilo:\npo dogovoru \n\n\n\n"
