VacancyPost,LinkToJV,ScrapeDate,ScrapeTime,Firm,PostDate,VacancySite,SourceLink,Content
Monter m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-mz-86955.php,07.03.2018,04:01,Kariera d.o.o., Objavljeno: 14.02.2018 , Kraj dela: okolica Ljubljane,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-mz-86955.php,"\nZa našega naročnika, uspešno podjetje, ki se ukvarja z izdelavo kakovostnega pohištva, iščemo kandidata za delovno mesto Monter m/ž na lokaciji okolica Ljubljane. \nVeč o podjetju\n\n\nKariera d.o.o.\nGlavna dejavnost\nV Karieri že od samega začetka v letu 2005 verjamemo v konstanten razvoj ter izboljšave, na kar nenazadnje kaže tudi stalna rast prihodkov ter poslovanja v zadnjih 6 letih.\n\nČe iščete pravo osebo ali pravo delovno mesto, se najprej posvetujte s Karierinim strokovnjakom.\n\nSodelovanje s Kariero vam omogoča dostop do najrazličnejših informacij s področja trga dela in zaposlitvenih priložnosti, saj smo eno od najbolj uspešnih slovenskih kadrovskih podjetij. Zaposleni v podjetju smo namreč specializirani in usmerjeni vsak v svoje strokovno področje trga dela. Zaradi objektivnega in celostnega pogleda, ki nam ga naše delo omogoča, zelo dobro (pre)poznamo vloge, ljudi, priložnosti in talente.\n\nKarierin strokovnjak tako točno ve, kakšne so zahteve na delovnem mestu in kakšne so želje podjetja. Po drugi strani pa ves čas vzpostavljamo in vzdržujemo stike s široko mrežo nadarjenih ljudi s posameznih področij. Kombinacija poznavanja zahtev in želja podjetij ter znanj in sposobnosti ljudi je pri kadrovanju zmagovalna.\nLeto ustanovitve\n2005\nPredstavitev podjetja\nKaj nas dela drugačne?\n\nStrokovnjaki prepoznavamo strokovnjake\nNaše metode dela in tehnike ocenjevanja nam omogočajo, da prepoznamo strokovnjaka za katero koli področje. Zaradi naših lokalnih in globalnih znanj vam lahko pomagamo zadovoljiti vaše individualne kadrovske potrebe, bodisi da gre za kratkoročno delo, dolgoročno sodelovanje ali contracting.\n\nProjektne rešitve\nPoiskati znamo usposobljen kader, ki bo vpet v vaš delovni proces neposredno ali na daljavo, da bo vaš zaposlitveni team lahko svež in aktiven, vaš delovni proces pa nemoten. Vsaka rešitev je prilagojena vašim potrebam, saj z našimi metodami, postopki ravnanja, spremljanjem in analiziranjem kadra v delovnem procesu stremimo k napredku in izboljšavam.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\nSte tehničen tip osebe z ogromno volje do dela? Imaš izkušnje z montažo pohištva in pri svojem delu radi komunicirate s strankami? Potem se pridružite uspešnemu podjetju, kjer boste s svojim delom pripomogli h končnemu zadovoljstvu strank in doprinesli dodano vrednost podjetju.\nGlavne naloge izbranega kandidata bodo:\n\ndostava in montaža pohištva na terenu in v delavnici, \npriprava materiala in orodja za montažo,\nkomunikacija in koordinacija s strankami, \npriprava ustrezne dokumentacije, \nskrb za red in čistočo orodja in delovnega okolja. \n\n\nPričakujemo\n\nPričakujemo:\n\nzaključena poklicna ali srednješolska izobrazba, \nizkušnje z montažo pohištva,\nspretnost branja načrtov, \nveselje do terenskega dela in dela s strankami,\nnatančnost, doslednost in komunikativnost, \npotrpežljivost, vztrajnost in samostojnost pri delu,\nsposobnost timskega dela, \nvozniški izpit B kategorije\n\n\nPonujamo\n\nPonujamo:\nDolgoročno zaposlitev v uspešnem podjetju, dinamično delo v urejenem okolju, redno in konkurenčno plačilo, delo med tednom in občasne sobote. \nKandidate, ki imate izkušnje z montažo pohištva ter vas veseli dinamično delo, vabimo, da še danes oddate vašo prijavo prek spletnega portala. \n\n\n\n"
Monter (m/ž),https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-mz-87292.php,07.03.2018,04:01,MANPOWER d.o.o., Objavljeno: 20.02.2018 , Kraj dela: Medvode,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-mz-87292.php,"\nZa našega naročnika, uspešno podjetje s sedežem v Medvodah, iščemo spretne in motivirane monterje (m/ž).\nVeč o podjetju\n\n\nMANPOWER d.o.o.\nGlavna dejavnost\nManpower so vodilni na področju zaposlovanja, posredovanja dela in upravljanja s človeškimi viri.\nPredstavitev podjetja\nDružba ManpowerGroup je vodilna družba na področju storitev zaposlovanja in posredovanja dela. Ustvarjamo in dobavljamo visokokvalitetne storitve, ki našim strankam omogočajo zmagovati v spreminjajočem se svetu dela. Delodajalcem nudimo širok spekter storitev za celoten zaposlovalni in poslovni ciklus. Z več kot 60 letnimi izkušnjami omogočamo 19 milijardam podjetij stalno in začasno zaposlovanje, iskanje in selekcijo specializiranega kadra, testiranje in izobraževanje kandidatov ter svetovanje\n\nSvetovna mreža družbe ManpowerGroup, s 4.000 poslovalnicami v 82 državah, omogoča družbi izpolnjevati potrebe 400.000 strank letno, kar vključuje tako majhna, srednje velika podjetja na vseh poslovnih področjih kot tudi največje multinacionalne korporacije. Delo družbe ManpowerGroup se osredotoča na višanje delovne storilnosti z izboljševanjem kakovosti in učinkovitosti ter z zmanjševanjem stroškov pri celotni delovni sili. S tem strankam omogočamo, da vse svoje napore usmerijo v svoje bistvene poslovne dejavnosti in kadrovanje prepustijo nam\nPoslanstvo in vizija\nNaša vizija je voditi pri ustvarjanju in zagotavljanju inovativnih rešitev in storitev, ki omogočajo našim strankam zmagovati v spreminjajočem se svetu dela.\nStoritve ali proizvodi\nVeč o podjetju Manpower si preberite na www.manpower.si.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nPomoč pri vzdrževanju kogeneracijskih naprav in delo na peletni liniji\nPomoč pri montaži strojnih, elektro in ostalih inštalacij s področja obnovljivih virov energije (predvsem sončnih, veternih elektrarn, toplotnih črpalk\n\nDelo poteka v njihovem biomasnem centru ali na terenu.\n\nPričakujemo\n\nPričakujemo:\n\nSposobnost timskega in samostojnega dela\nIzkušnje pridobljene skozi praktično delo z različnimi delovnimi orodji\nVestnost, poštenost, delavnost in urejenost\nZmožnost dela tudi na višini\n\n\nPonujamo\n\nPonujamo:\n\nZaposlitev z možnostjo dolgoročnega sodelovanja\nStimulativno in redno plačilo\nEnoizmensko delo od ponedeljka do petka\nMožnost kariernega in osebnega napredka \n\n\n\n\n"
Monter (m/ž),https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-mz-87358.php,07.03.2018,04:00,Belimed d.o.o., Objavljeno: 20.02.2018 , Kraj dela: Grosuplje,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-mz-87358.php,"\n\n\n\n\n\nBelimed je eden izmed vodilnih svetovnih proizvajalcev inovativnih pomivalnih, dezinfekcijskih in sterilizacijskih rešitev na področju medicinske tehnologije. Pod blagovno znamko Belimed razvijamo, proizvajamo in prodajamo naprave za farmacevtsko industrijo, laboratorije, klinike in bolnišnice. Prisotni smo na svetovnem trgu, s podružnicami v Evropi, Združenih državah Amerike in na Kitajskem.Zahvaljujoč našemu prizadevanju za nenehne izboljšave več kot 1200 naših strokovnjakov spada med najboljše. Bi želeli postati eden izmed njih? Če da, vas vabimo, da se prijavite na odprto delovno mesto v Grosupljem:\nMonter (m/ž) \n\n\n\n\n\nVeč o podjetju\n\n\nBelimed d.o.o.\nPredstavitev podjetja\nBelimed je vodilni proizvajalec vrhunske tehnologije v svetu pomivalne in termodezinfecijske tehnike na področju medicine, farmacije in laboratorijev. \n\nSmo sistemski ponudnik visokotehnoloških rešitev in za naše kupce razvijamo in proizvajamo napredne in inovativne produkte. Usmerjeni smo k nenehnim izboljšavam ter dolgoročnemu zadovoljstvu naših poslovnih partnerjev. \n\nSmo del uspešne Skupine Belimed s sedežem v Švici. V slovenski tovarni v Grosupljem proizvajamo in razvijamo pomivalne sisteme za najzahtevnejše kupce po celem svetu. Nenehno stremimo k tehnološkim izboljšavam, visoki kakovosti in inovativnosti.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nmontaža medicinskih strojev, tako elektro kot strojnih del,\nizvajanje del v montaži in predmontaži,\nzarisovanje, vrtanje, žaganje, \nmontaža izdelkov in polizdelkov.\n\n\nPričakujemo\n\nPričakujemo:\nIdealen kandidat je motiviran, zanesljiv, natančen in zna postavljati prioritete tudi, ko vodja ni neposredno prisoten. Je sposoben neodvisnega dela a hkrati zna delovati v ekipi.Pričakujemo:\n\nSrednješolska izobrazba mehatronika ali elektro smeri, \nizkušnje z montažo, \nsamostojnost pri delu, zanesljivost, natančnost, urejenost,\npoznavanje, branje in razumevanje strojnih načrtov.\n\n\nPonujamo\n\nPonujamo:\nPonujamo vam urejeno delovno okolje, stimulativen osebni dohodek z možnostjo nagrajevanja ter zanimivo in dinamično delo na področju namenskih pomivalnih sistemov. \n\n\n\n"
Monter ogrevalnih naprav m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-ogrevalnih-naprav-87266.php,07.03.2018,04:01,König GmbH & Co KG, Objavljeno: 19.02.2018 , Kraj dela: Nemčija,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-ogrevalnih-naprav-87266.php,"\nKönig GmbH & Co KG je zasebno nemško podjetje, ki se že več kot 50 let ukvarja z lastno proizvodnjo, hkrati pa za lastne potrebe zaposluje izobražene strokovne kadre.\nVeč o nas na: www.koenig-dienstleistungen.de.\nNaslov delodajalca: König GmbH & Co KG, Nienhagener Straße 30, DE-37186 Moringen\nPisarna Maribor: Ulica talcev 24, 2000 Maribor\nVeč o podjetju\n\n\nKönig GmbH & Co KG\nGlavna dejavnost\nProizvodnja.\nLeto ustanovitve\n1965\nPredstavitev podjetja\nKönig GmbH & Co KG je zasebno nemško podjetje, ki se že več kot 45 let ukvarja z lastno proizvodnjo, hkrati pa za lastne potrebe zaposluje izobražene strokovne kadre.\nPodjetje König GmbH & Co KG je bilo ustanovljeno leta 1965 in je dejavno na področju proizvodnje in storitev. Ukvarja se s proizvodnjo visokokakovostnih profilnih sistemov ter izgradnjo notranjih prostorov za industrijo in gradbeništvo. S 15-imi poslovalnicami v Nemčiji in z več kot 1.500 redno zaposlenimi, sodi König med vodilne ponudnike na trgu.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nmontaža cevovodov, grelnih teles in talnega ogrevanja,\nvzdrževanje in obnova ogrevalnih naprav.\n\n\n\nDelovni čas:\npolni delovni čas\n\nPričakujemo\n\nZahtevana izobrazba:\nIV., V.\n\n\nZahtevane delovne izkušnje:\n1 - 3 let\n\n\nPričakujemo:\n\ndokončano ustrezno izobrazbo: inštalater ogrevalnih naprav,\ndelovne izkušnje,\ntimsko orientiranost,\nzanesljivost,\nosnovno znanje nemškega jezika,\ndržavljanstvo EU,\nzaželen lasten prevoz.\n\n\nPonujamo\n\nPonujamo:\n\nredna dolgoročna zaposlitev v Nemčiji,\nnadpovprečno plačilo, dodatki, \ndodatek za regres in božičnico,\nugodna prenočišča,\nvarno delovno mesto v družinskem podjetju,\nprijetno delovno okolje v inovativnem podjetju.\n\n\n\nOblika zaposlitve ali sodelovanja:\nzaposlitev za nedoločen čas\n\n\nPoskusna doba:\n6 mesecev\n\n\nMesečno plačilo:\n po nemški kolektivni pogodbi.\n\n\n\n"
Monter pohištva m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-pohistva-88026.php,07.03.2018,04:00,Hmm Aleš Jakopin s.p., Objavljeno: 06.03.2018 , Kraj dela: teren Avstrija -Graz,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-pohistva-88026.php,"\nSmo podjetje, ki izvaja storitve montaže pohištva in lesenih mizarskih izdelkov ter osnovnih življenjskih izdelkov v področju pohištva (garderobe, ogledala, koši za smeti, gospodinjski aparati..)\nVsak zaposleni je del podjetja in obratno... Zaposleni so napomembnejši del podjetja.\nVeč o podjetju\n\n\nHmm Aleš Jakopin s.p.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\nIščemo kandidate, ki so pripravljeni za delo na terenu... Delo se opravlja večinoma v Avstriji v Grazu.. Od ponedeljka do četrtka. petek do 14h, po potrebi.\n\nPričakujemo\n\nZahtevana izobrazba:\nII., III., IV., V.\n\n\nPričakujemo:\n\nzaželene izkušnje s terena\npoznavanje orodja in osnov iz montaže pohištva\n\n\nPonujamo\n\nPonujamo:\n\nzaposlitev za nedoločen čas s poskusno dobo 1 mesec\nzagotovljeno stanovnje v Grazu\npo potrebi se kandidat lahko vrača domov vsakodnevno\nzagotovljen avto\n13 - 14 plača po dogovoru\n\n\n\nMesečno plačilo:\n1500 - 2000 € bruto , 8 - 11 eur, odvisno od znanja\n\n\n\n"
Monter prezračevalnih naprav m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-prezracevalnih-naprav-86628.php,07.03.2018,04:01,König GmbH & Co KG, Objavljeno: 07.02.2018 , Kraj dela: Nemčija,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-prezracevalnih-naprav-86628.php,"\nKönig GmbH & Co KG je zasebno nemško podjetje, ki se že več kot 50 let ukvarja z lastno proizvodnjo, hkrati pa za lastne potrebe zaposluje izobražene strokovne kadre.\nVeč o nas na: www.koenig-dienstleistungen.de.\nNaslov delodajalca: König GmbH & Co KG, Nienhagener Straße 30, DE-37186 Moringen\nPisarna Maribor: Ulica talcev 24, 2000 Maribor\nVeč o podjetju\n\n\nKönig GmbH & Co KG\nGlavna dejavnost\nProizvodnja.\nLeto ustanovitve\n1965\nPredstavitev podjetja\nKönig GmbH & Co KG je zasebno nemško podjetje, ki se že več kot 45 let ukvarja z lastno proizvodnjo, hkrati pa za lastne potrebe zaposluje izobražene strokovne kadre.\nPodjetje König GmbH & Co KG je bilo ustanovljeno leta 1965 in je dejavno na področju proizvodnje in storitev. Ukvarja se s proizvodnjo visokokakovostnih profilnih sistemov ter izgradnjo notranjih prostorov za industrijo in gradbeništvo. S 15-imi poslovalnicami v Nemčiji in z več kot 1.500 redno zaposlenimi, sodi König med vodilne ponudnike na trgu.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nmontaža naprav, protipožarna zaščita, oskrba z materialom,\nhišne in industrijske inštalacije, popravila, hladilni in klimatski sistemi, prezračevalni sistemi,\nproizvodnja, vgradnja in montaža prezračevalnih naprav, izdelava in montaža prezračevalnih komponent, branje montažnih načrtov.\n\n\n\nDelovni čas:\npolni delovni čas\n\nPričakujemo\n\nZahtevana izobrazba:\nIV., V.\n\n\nZahtevane delovne izkušnje:\n1 - 3 let\n\n\nPričakujemo:\n\ndokončano ustrezno izobrazbo strojne ali elektro smeri,\ndelovne izkušnje,\ntimsko orientiranost,\nzanesljivost,\ndržavljanstvo EU,\npasivno znanje nemškega jezika,\nzaželen lasten prevoz.\n\n\nPonujamo\n\nPonujamo:\n\nredna dolgoročna zaposlitev v Nemčiji,\nnadpovprečno plačilo, dodatek za regres in božičnico,\nugodna prenočišča,\nvarno delovno mesto v družinskem podjetju,\nprijetno delovno okolje v inovativnem podjetju.\n\n\n\nOblika zaposlitve ali sodelovanja:\nzaposlitev za nedoločen čas\n\n\nPoskusna doba:\n6 mesecev\n\n\nMesečno plačilo:\n po nemški kolektivni pogodbi.\n\n\n\n"
Monter prezračevalnih sistemov (m/ž) - več mest,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-prezracevalnih-sistemov-mz---vec-mest-86998.php,07.03.2018,04:01,IMD-SISTEM d.o.o., Objavljeno: 15.02.2018 , Kraj dela: Nemčija (Bavarska),https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-prezracevalnih-sistemov-mz---vec-mest-86998.php,"\nV podjetju IMD SISTEM d.o.o. potrebujemo večjo število delavcev naslednjih profilov za delo na terenu v tujini – demontažno-montažna dela.\nIščemo Monterja prezračevalnih sistemov (m/ž) - več prostih delovnih mest z znanjem branja načrtov.\nVeč o podjetju\n\n\nIMD-SISTEM d.o.o.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\ndemontažno - montažna dela\n\n\nPričakujemo\n\nZahtevana izobrazba:\nII., III., IV., V.\n\n\nPričakujemo:\n\nustrezno znanje\ndelovne izkušnje\nbranje načrtov\n\n\nPonujamo\n\nPonujamo:\n\ndelo poteka v Nemčiji (Bavarska)\nnastop dela takoj ali v roku 7 dni po opravljenem razgovoru z napotenim delavcem\ndelo poteka na deloviščih, industrijskih objektih\nvračanje domov: cikel 3 tedne\nzaposlitev za določen čas\nzaposlitev za polni delovni čas\n\n\n\nMesečno plačilo:\npo dogovoru  - stimulativno plačilo.\n\n\n\n"
Monter stavbnega pohištva - okna m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-stavbnega-pohistva---okna-88111.php,07.03.2018,04:01,"SCHREINEREI FELIKS, Feliks Križnik s.p.", Objavljeno: 06.03.2018 , Kraj dela: Nemčija,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-stavbnega-pohistva---okna-88111.php,"\nVeč o podjetju\n\n\nSCHREINEREI FELIKS, Feliks Križnik s.p.\n\n"
Monter stavbnega pohištva PVC okna m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-stavbnega-pohistva-PVC-okna-87617.php,07.03.2018,04:01,Teradom d.o.o., Objavljeno: 23.02.2018 , Kraj dela: Slovenija in tujina,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-stavbnega-pohistva-PVC-okna-87617.php,"\nMajnše podjetje, ki se ukvarja s prodajo, montažo in servisom stavbnega pohištva. Na tržišču smo prisotni že skoraj 20 let. V podjetju zagovarjamo stališča kot so poštenost, odgovornost in natančnost.\nVeč o podjetju\n\n\nTeradom d.o.o.\n\n"
Monter strojnih inštalacij m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-strojnih-instalacij-86363.php,07.03.2018,04:01,KataleaConsulting d.o.o., Objavljeno: 05.02.2018 , Kraj dela: Okolica Ljubljane,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-strojnih-instalacij-86363.php,"\nZa našega naročnika, uspešno podjetje iz okolice Ljubljane, iščemo novega sodelavca za delovno mesto monterja strojnih inštalacij (m/ž).\nVeč o podjetju\n\n\nKataleaConsulting d.o.o.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nsamostojno izvajanje vseh vodoinštalaterskih del, \nnovogradnjah in rekonstrukcijah vodovodnega omrežja, \ndelo z lahko mehanizacijo, idr.\n\n\nPričakujemo\n\nPričakujemo:\n\nvsaj osnovnošolsko izobrazbo,\nalternativno izobrazbo: srednjo poklicno izobrazbo,\n3 leta delovnih izkušenj,\nvozniški izpit B kategorije,\nračunalniška znanja: urejevalniki besedil - osnovno, delo s preglednicami - osnovno.\n\n\nPonujamo\n\nPonujamo:\n\ndelo v uspešnem kolektivu,\ndelo za polni delovni čas,\ndodatno nagrajevanje za uspešno delo,\ndelovno razmerje za določen čas, z možnostjo zaposlitve poznejše sklenitve za nedoločen čas.\n\n\n\nPoskusna doba:\n2 meseca\n\n\nMesečno plačilo:\npo dogovoru - (mesečno plačilo: 1000 EUR neto)\n\n\n\n"
Monter strojnih instalacij (m/ž) - Avstrija,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-strojnih-instalacij-mz---Avstrija-87302.php,07.03.2018,04:01,Direkt marketing Andrej Ljubec s.p., Objavljeno: 20.02.2018 , Kraj dela: Avstrija,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-strojnih-instalacij-mz---Avstrija-87302.php,"\nPodjetje Direkt marketing oglašuje prosta delovna mesta za tuja in Slovenska podjetja - katera potrebujejo kvaliteten delovni kader.\nVsa podjetja, s katerimi sodelujemo, se že preko 10 let uspešno ukvarjajo s svojo dejavnostjo.\n\nVeč o podjetju\n\n\nDirekt marketing Andrej Ljubec s.p.\nGlavna dejavnost\nPosredovanje oglaševalskega prostora.\nLeto ustanovitve\n2010\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\nIzkušen monter strojnih instalacij m/ž:\n\nogrevalni sistemi,\nvodovodne instalacije,\nprezračevalni sistemi.\n\n\nPričakujemo\n\nPričakujemo:\n\ndelovne izkušnje - 5 do 10 let,\npogovorno sporazumevanje v nemškem jeziku,\npripravljenost na nadurno delo,\nnatančnost,\nodgovornost,\ndelavnost,\nslovensko državljanstvo.\n\n\nPonujamo\n\nPonujamo:\n\nzaposlitev v avstrijskem podjetju,\nzaposlitev za nedoločen čas s poskusno dobo 1 meseca,\npošteno plačilo po zakonodaji,\nurejeno zdravstveno zavarovanje ter prijava v delovno razmerje,\npomoč pri iskanju stanovanja.\n\n\n\n\n"
Monter strojnih instalacij (m/ž) - Nemčija,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-strojnih-instalacij-mz---Nemcija-87341.php,07.03.2018,04:00,Direkt marketing Andrej Ljubec s.p., Objavljeno: 20.02.2018 , Kraj dela: Nemčija,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-strojnih-instalacij-mz---Nemcija-87341.php,"\nPodjetje Direkt marketing oglašuje prosta delovna mesta za tuja in Slovenska podjetja - katera potrebujejo kvaliteten delovni kader.\nVsa podjetja, s katerimi sodelujemo, se že preko 10 let uspešno ukvarjajo s svojo dejavnostjo.\nVeč o podjetju\n\n\nDirekt marketing Andrej Ljubec s.p.\nGlavna dejavnost\nPosredovanje oglaševalskega prostora.\nLeto ustanovitve\n2010\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\nIzkušen monter strojnih instalacij m/ž:\n\nogrevalni sistemi,\nvodovodne instalacije,\nprezračevalni sistemi.\n\n\nPričakujemo\n\nPričakujemo:\n\ndelovne izkušnje,\npogovorno sporazumevanje v nemškem jeziku,\npripravljenost na nadurno delo,\nnatančnost, odgovornost, delavnost,\nslovensko državljanstvo ali osebno delovno dovoljenje.\n\n\nPonujamo\n\nPonujamo:\n\nzaposlitev v uspešnem slovenskem podjetju,\npošteno plačilo,\nurejeno zdravstveno zavarovanje ter prijava v delovno razmerje,\nslužbeni prevoz in olačana prenočitev.\n\n\n\n\n"
Monter strojnih instalacij (m/ž) - Švica,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-strojnih-instalacij-mz---Svica-87303.php,07.03.2018,04:01,Direkt marketing Andrej Ljubec s.p., Objavljeno: 20.02.2018 , Kraj dela: Švica,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-strojnih-instalacij-mz---Svica-87303.php,"\nPodjetje Direkt marketing oglašuje prosta delovna mesta za tuja in Slovenska podjetja - katera potrebujejo kvaliteten delovni kader.\nVsa podjetja, s katerimi sodelujemo, se že preko 10 let uspešno ukvarjajo s svojo dejavnostjo.\nVeč o podjetju\n\n\nDirekt marketing Andrej Ljubec s.p.\nGlavna dejavnost\nPosredovanje oglaševalskega prostora.\nLeto ustanovitve\n2010\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\nIzkušen monter strojnih instalacij m/ž:\n\nogrevalni sistemi,\nvodovodne instalacije,\nprezračevalni sistemi.\n\n\nPričakujemo\n\nPričakujemo:\n\ndelovne izkušnje - 5 do 10 let,\npogovorno sporazumevanje v nemškem jeziku,\npripravljenost na nadurno delo,\nnatančnost,\nodgovornost,\ndelavnost,\nslovensko državljanstvo.\n\n\nPonujamo\n\nPonujamo:\n\nzaposlitev v švicarskem podjetju,\nzaposlitev za nedoločen čas s poskusno dobo 1 meseca,\npošteno plačilo po zakonodaji (tedensko plačilo),\nurejeno zdravstveno zavarovanje ter prijava v delovno razmerje,\npomoč pri iskanju stanovanja.\n\n\n\n\n"
Monter za delo na višini m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-za-delo-na-visini-87263.php,07.03.2018,04:01,König GmbH & Co KG, Objavljeno: 19.02.2018 , Kraj dela: Nemčija,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-za-delo-na-visini-87263.php,"\nKönig GmbH & Co KG je zasebno nemško podjetje, ki se že več kot 50 let ukvarja z lastno proizvodnjo, hkrati pa za lastne potrebe zaposluje izobražene strokovne kadre.\nVeč o nas na: www.koenig-dienstleistungen.de.\nNaslov delodajalca: König GmbH & Co KG, Nienhagener Straße 30, DE-37186 Moringen\nPisarna Maribor: Ulica talcev 24, 2000 Maribor\nVeč o podjetju\n\n\nKönig GmbH & Co KG\nGlavna dejavnost\nProizvodnja.\nLeto ustanovitve\n1965\nPredstavitev podjetja\nKönig GmbH & Co KG je zasebno nemško podjetje, ki se že več kot 45 let ukvarja z lastno proizvodnjo, hkrati pa za lastne potrebe zaposluje izobražene strokovne kadre.\nPodjetje König GmbH & Co KG je bilo ustanovljeno leta 1965 in je dejavno na področju proizvodnje in storitev. Ukvarja se s proizvodnjo visokokakovostnih profilnih sistemov ter izgradnjo notranjih prostorov za industrijo in gradbeništvo. S 15-imi poslovalnicami v Nemčiji in z več kot 1.500 redno zaposlenimi, sodi König med vodilne ponudnike na trgu.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\ndelo na višini,\ndelo na gradbenih odrih in mobilnih dvižnih ploščadih.\n\n\n\nDelovni čas:\npolni delovni čas\n\nPričakujemo\n\nZahtevane delovne izkušnje:\n1 - 3 let\n\n\nPričakujemo:\n\nsposobnost dela na višini,\nizkušnje z delom na višini,\nnatančnost,\nzanesljivost,\nosnovno znanje nemškega jezika,\nzaželen lasten prevoz.\n\n\nPonujamo\n\nPonujamo:\n\nredna dolgoročna zaposlitev,\nzaposlitev za polni delovni čas,\ndodatek za regres in božičnico,\nmesečno plačilo po kolektivni pogodbi,\nugodna prenočišča,\nvarno delovno mesto v družinskem podjetju,\nprijetno delovno okolje v inovativnem podjetju.\n\n\n\nOblika zaposlitve ali sodelovanja:\nzaposlitev za nedoločen čas\n\n\nMesečno plačilo:\npo dogovoru \n\n\n\n"
Monter za montažo in vzdrževanje dvižnih garažnih in industrijskih vrat m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-za-montazo-in-vzdrzevanje-dviznih-garaznih-in-industrijskih-vrat-86368.php,07.03.2018,04:01,POKO d.o.o., Objavljeno: 05.02.2018 , Kraj dela: celotna Slovenija,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-za-montazo-in-vzdrzevanje-dviznih-garaznih-in-industrijskih-vrat-86368.php,"\nPOKO d.o.o. smo družinsko podjetje, katerega zgodovina sega še v leto 1993. Ker je prenos znanja na mlajše generacije pomemben del vsakega uspešnega poslovanja, smo tudi mi ustvarili mlado in dinamično ekipo, katera vam z veseljem hitro priskoči na pomoč, ter temeljito in kvalitetno opravi svoje delo.\nNaše delo smo z leti ter nabranimi izkušnjami razširili na:\n\nVzdrževanje: vzdrževanje okolice in objektov\nVrata: prodaja, montaža, servis\nGradnje: gradbeništvo oz. nizke gradnje\n\n\nVeč o podjetju\n\n\nPOKO d.o.o.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\nZa okrepitev naše ekipe iščemo sodelavca/ko, ki si želi dolgoročnega, resnega in zaupanja vrednega sodelovanja.\n\nPričakujemo\n\nPričakujemo:\n\nnatančnost\nsamostojnost\nveselje do dela\nizkušnje niso pogoj\npogoj je izpit B kategorije\n\n\nPonujamo\n\nPonujamo:\n\nredno plačilo\nredno zaposlitev\nposkusno dobo za 1 mesec\ndelo v prijetnem kolektivu in urejenem okolju\n\n\n\n\n"
